instruction,input,output
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","please REST API, port 3000, model user with name, email","use rest
listen 3000
model user name email
GET /users list user
POST /users create user"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly stand up an HTTP listener on 9999 serving ""hi there"" at /, /health returning ""healthy"", /status saying ""up"", plus ""json api"" at /api","use web
listen 9999
/ ""hi there""
/health ""healthy""
/status ""up""
/api ""json api"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","HTTP server on 9090 with pages /api showing ""rest endpoint"" and CRUD for posts (author and content+)","use web
listen 9090
/api ""rest endpoint""
crud post author content+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please command-line ping tool for checking host availability,"use cli
name ""ping""
desc ""check host availability""
arg host ""hostname or IP"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a REST service on port 9000 that handles users with username, email, role and users_alts with name, email","use rest
listen 9000
model user username email role
model users_alt name email
GET /users list user
POST /users create user
GET /users_alts list users_alt
POST /users_alts create users_alt
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",build an API on port 8888 managing comments and tasks,"use rest
listen 8888
model comment user text
model task title status priority
GET /comments list comment
POST /comments create comment
GET /tasks list task
POST /tasks create task"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","hey, CLI tool: find - find files by name","use cli
name ""find""
desc ""find files by name""
flag recursive -r ""search recursively""
arg pattern ""file pattern""
arg dir ""directory to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly I need a website on port 443 with a /hello page with ""hey there"", /api returning ""rest endpoint"", /about saying ""about page"" and / that shows ""welcome!""","use web
listen 443
/hello ""hey there""
/api ""rest endpoint""
/about ""about page""
/ ""welcome!"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I'd like a JSON REST API running on port 9000 for CRUD operations on notes with title, content","use rest
listen 9000
model note title content
GET /notes list note
POST /notes create note
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",please web app for managing bookmarks on port 4000 with name/link,"use web
listen 4000
crud bookmark name link"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","data service for users at port 4000, username, email, role","use rest
listen 4000
model user username email role
GET /users list user
POST /users create user"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server, port 9000, /hello returning ""hey there""","use web
listen 9000
/hello ""hey there"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","quickly I need an API on port 8080 with two models: note (title, content) and message (from, to, body)","use rest
listen 8080
model note title content
model message from to body
GET /notes list note
POST /notes create note
GET /messages list message
POST /messages create message"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","HTTP server on 443 with pages /version showing ""v1.0"" plus /health showing ""healthy"" and CRUD for comments (user and text+) please","use web
listen 443
/version ""v1.0""
/health ""healthy""
crud comment user text+"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","REST API, port 443, model note with title, content","use rest
listen 443
model note title content
GET /notes list note
POST /notes create note
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","web server on port 8080 with /status showing ""all systems go"" and /hello showing ""hi!"" and a bookmark crud with title and url","use web
listen 8080
/status ""all systems go""
/hello ""hi!""
crud bookmark title url"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","rest api on port 4000 with todos (title, done) and messages (from, to, body)","use rest
listen 4000
model todo title done
model message from to body
GET /todos list todo
POST /todos create todo
GET /messages list message
POST /messages create message"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","create a REST service on port 4000 that handles posts with title, body, author and comments with user, text","use rest
listen 4000
model post title body author
model comment user text
GET /posts list post
POST /posts create post
GET /comments list comment
POST /comments create comment"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","I want a REST endpoint for comments at port 5000 with user, text","use rest
listen 5000
model comment user text
GET /comments list comment
POST /comments create comment"
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.",can you create a grep command for searching files for patterns,"use cli
name ""grep""
desc ""search files for patterns""
flag ignore_case -i ""case insensitive""
flag count -c ""show count only""
flag verbose -v ""enable verbose output""
arg pattern ""regex pattern""
arg file ""file to search"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","serve content on 5000 with / saying ""server is running"", /version that shows ""v0.1""","use web
listen 5000
/ ""server is running""
/version ""v0.1"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","REST API on port 3000 with comments (user, text) and tasks (title, status, priority)","use rest
listen 3000
model comment user text
model task title status priority
GET /comments list comment
POST /comments create comment
GET /tasks list task
POST /tasks create task
GET /health ""ok"""
"Convert the request into el-stupido codebook syntax. Output ONLY the codebook code, nothing else.","CRUD API on port 8888: message with from, to, body","use rest
listen 8888
model message from to body
GET /messages list message
POST /messages create message
GET /health ""ok"""
